Food,Calories,Protein,Fat,Carbs,Fiber
tomato,17.9,0.9,0.2,3.8,1.2
whole wheat bread,251.9,13.0,4.0,42.6,7.1
shami kebab,208.1,15.2,13.5,7.3,1.0
pide,283.9,11.5,8.7,42.6,2.0
burger,295.6,17.6,14.6,25.0,1.5
chicken wings,300.8,26.0,18.8,0.0,0.0
caesar salad,186.6,7.2,13.6,10.7,2.0
greek yogurt,99.3,16.9,0.7,6.2,0.0
mango,62.1,0.8,0.4,14.8,1.7
halwa,320.3,3.1,13.7,45.9,1.0
chicken biryani,212.1,14.1,8.3,26.5,0.9
fish,129.3,21.0,5.9,0.0,0.0
palak paneer,215.7,12.5,15.1,7.8,3.0
chicken tikka,190.2,24.8,8.7,1.9,0.3
butter chicken,247.6,20.9,13.7,5.8,0.5
sandwich,249.4,11.8,8.7,32.2,1.9
pide,304.4,10.9,9.1,40.6,2.0
bread,277.5,8.6,3.1,49.0,2.8
pizza slice,259.6,11.2,9.9,34.6,2.4
mutton biryani,231.6,15.4,9.6,27.9,0.8
pulao,177.4,6.1,4.9,28.8,0.8
french fries,307.5,3.2,15.6,40.0,3.7
oatmeal,155.8,5.7,3.0,26.0,3.9
doner kebab,262.3,20.5,11.9,18.1,1.5
protein shake,157.7,29.2,2.9,8.1,1.0
pasta,226.7,7.8,5.1,36.6,2.5
grilled salmon,200.6,19.3,13.3,0.0,0.0
almonds,562.4,20.9,51.4,20.8,11.9
pancakes,230.9,5.9,6.8,36.1,1.5
orange juice,107.5,1.8,0.5,25.0,0.5
palak paneer,210.1,11.5,14.7,8.0,3.0
peanuts,554.9,25.9,50.5,15.5,8.8
omelette,153.4,11.1,10.5,1.6,0.0
apple,51.2,0.3,0.2,14.1,2.3
kheer,144.5,3.9,5.0,22.1,0.2
grilled chicken,164.4,31.2,3.6,0.0,0.0
beef pulao,215.7,13.7,7.1,25.6,0.8
chicken breast,170.4,29.6,3.8,0.0,0.0
daal,117.3,8.2,0.4,19.4,7.7
grilled salmon,218.2,19.6,13.0,0.0,0.0
mixed vegetables,54.3,2.5,0.5,10.4,3.4
spinach,23.3,3.0,0.4,3.5,2.1
mango,57.6,0.8,0.4,14.5,1.6
raita,59.3,3.0,3.3,4.3,0.0
ayran,54.4,3.0,2.6,5.0,0.0
hummus,183.7,8.0,10.1,16.2,6.3
caesar salad,194.1,6.9,13.4,11.3,2.1
banana,91.4,1.1,0.3,23.4,2.5
chana,167.6,8.6,2.5,27.8,7.4
cereal,143.7,2.9,2.1,29.2,2.5
kofte,240.0,18.8,15.7,5.1,0.5
french fries,317.9,3.4,15.3,41.8,4.0
beef tacos,236.3,11.8,11.1,19.8,2.9
halwa,316.3,3.1,13.7,46.3,1.0
turkish bread,264.5,9.3,3.4,51.7,2.1
aloo gosht,177.5,13.3,10.1,8.7,1.2
qorma,240.4,18.5,15.6,7.9,0.5
sweet potato,86.7,1.6,0.1,20.1,2.9
pancakes,224.5,6.0,6.9,36.4,1.5
chickpeas,166.8,8.6,2.5,28.8,7.8
fish,138.2,19.9,5.8,0.0,0.0
dates,263.2,1.8,0.2,76.2,7.0
fish,134.5,20.4,6.1,0.0,0.0
beef tacos,214.8,12.0,11.2,19.2,2.9
apple,52.0,0.3,0.2,13.8,2.4
beef tacos,216.1,12.3,11.2,20.5,2.9
oatmeal,155.4,5.9,3.1,26.3,3.9
daal,113.8,8.2,0.4,19.6,7.6
lentils,119.9,8.7,0.4,20.3,7.6
peanut butter toast,273.5,10.2,13.6,26.8,3.1
greek yogurt,96.9,17.5,0.7,5.8,0.0
cottage cheese,101.6,11.4,4.3,3.5,0.0
doner kebab,248.6,20.2,11.9,18.2,1.4
shami kebab,211.3,15.9,13.8,7.1,1.0
chicken wings,285.4,27.2,19.4,0.0,0.0
paratha,328.5,7.3,14.3,40.9,2.2
roti,270.9,8.0,3.8,53.2,2.6
carrot,42.7,0.9,0.2,9.5,2.7
almonds,566.2,20.8,50.3,22.3,12.5
shami kebab,203.4,16.4,13.4,6.8,1.0
pide,302.9,11.0,8.8,44.0,2.0
jalebi,397.5,1.9,10.4,65.6,0.3
burger,297.6,17.0,13.8,25.1,1.5
chana,163.4,8.7,2.7,26.5,7.6
chai,40.2,1.5,1.9,4.6,0.0
chicken tikka,192.8,26.2,9.2,2.0,0.3
beef tacos,235.7,12.3,11.0,19.3,2.9
potato,80.7,2.0,0.1,17.6,2.3
oatmeal,155.5,6.3,3.3,26.9,3.9
pulao,177.9,5.7,4.8,27.6,0.8
jalebi,378.3,1.9,10.0,67.8,0.3
dates,267.4,1.8,0.2,76.8,6.4
grilled chicken,157.2,29.6,3.7,0.0,0.0
chicken wings,277.4,27.9,19.0,0.0,0.0
paratha,337.7,7.3,14.4,42.8,2.1
chicken wings,278.9,25.9,19.4,0.0,0.0
caesar salad,189.1,7.2,14.7,10.6,2.0
black tea,2.0,0.0,0.0,0.4,0.0
pulao,171.7,6.2,4.9,28.1,0.8
halwa,326.1,3.1,14.2,47.0,1.0
paratha,317.7,7.6,13.3,44.1,2.2
hummus,183.0,8.0,10.5,15.9,5.9
halwa,311.0,3.0,13.6,46.9,1.0
white rice,124.2,2.6,0.3,29.3,0.4
boiled eggs,159.1,13.6,11.0,1.1,0.0
cottage cheese,93.2,10.9,4.5,3.5,0.0
peanut butter toast,271.9,10.0,13.8,26.3,3.0
kidney beans,130.0,8.5,0.5,22.2,6.7
mac and cheese,319.0,11.4,12.5,40.6,1.5
dal makhani,178.5,8.7,8.3,19.4,4.9
spinach,22.2,2.9,0.4,3.8,2.1
pasta,218.3,7.7,5.1,38.3,2.4
paneer,267.2,17.9,19.8,1.2,0.0
oatmeal,151.3,5.8,3.1,26.5,4.1
almonds,576.2,20.9,49.5,20.7,13.0
chicken breast,165.4,32.2,3.7,0.0,0.0
daal,121.2,8.3,0.4,19.9,7.8
hummus,174.3,8.2,10.5,16.1,6.1
ayran,53.1,3.1,2.6,5.0,0.0
dal makhani,183.0,9.4,7.9,20.4,5.2
white rice,130.1,2.7,0.3,28.5,0.4
spinach,22.9,3.0,0.4,3.5,2.1
potato,78.0,2.1,0.1,16.4,2.2
chicken wings,294.0,25.8,18.2,0.0,0.0
watermelon,30.2,0.6,0.2,7.3,0.4
saag,58.3,3.3,2.9,5.9,2.5
paratha,339.0,7.3,13.6,41.3,2.2
aloo gosht,166.8,13.6,9.6,8.6,1.2
dates,286.1,1.8,0.2,76.8,6.8
chicken karahi,212.2,20.0,12.8,3.0,0.5
protein shake,152.4,30.9,3.1,7.7,1.0
french fries,313.4,3.5,15.2,41.8,3.9
green tea,1.9,0.0,0.0,0.5,0.0
pizza slice,257.5,10.6,10.0,32.3,2.4
seekh kebab,227.6,18.6,14.7,2.1,0.5
dal makhani,186.6,8.7,8.3,19.6,5.2
halwa,312.6,3.1,14.7,48.9,1.0
raita,58.4,3.1,3.3,4.5,0.0
peanut butter toast,272.7,9.8,13.6,27.1,3.1
brown rice,111.3,2.5,0.9,22.5,1.7
boiled eggs,153.6,12.4,11.5,1.1,0.0
banana,86.2,1.1,0.3,22.5,2.7
apple,53.6,0.3,0.2,14.6,2.5
aloo paratha,311.2,7.1,12.6,43.8,2.2
shawarma,233.6,18.6,11.1,15.9,1.2
beef pulao,210.5,14.3,7.1,25.0,0.8
burger,305.6,16.3,14.1,24.9,1.6
grilled salmon,214.4,21.0,13.1,0.0,0.0
mutton,300.6,25.3,20.0,0.0,0.0
greek yogurt,104.7,17.7,0.7,5.7,0.0
greek yogurt,104.3,16.3,0.7,5.7,0.0
mixed vegetables,57.3,2.4,0.5,9.6,3.4
grilled chicken,170.0,30.8,3.6,0.0,0.0
spinach,21.9,3.0,0.4,3.6,2.2
avocado toast,246.8,5.7,15.7,21.8,5.8
carrot,40.1,0.9,0.2,10.0,2.8
shami kebab,214.2,16.0,14.6,6.9,1.0
oatmeal,156.7,6.0,3.0,26.2,3.8
chicken karahi,217.9,20.6,13.2,2.9,0.5
chicken wings,286.4,26.7,19.0,0.0,0.0
chickpeas,164.4,8.7,2.7,28.2,7.4
pancakes,219.7,6.0,6.8,34.6,1.5
nihari,186.0,15.7,10.7,4.0,0.5
chickpeas,164.8,8.5,2.5,27.9,7.4
falafel,330.3,13.6,18.0,30.5,6.1
sweet potato,83.7,1.6,0.1,20.0,3.1
cereal,144.3,2.9,2.0,31.2,2.4
chai,41.5,1.5,2.1,4.4,0.0
greek yogurt,102.6,17.4,0.7,6.2,0.0
qorma,240.8,18.8,15.4,7.9,0.5
orange,45.4,0.9,0.1,11.8,2.4
paneer,263.9,17.5,21.2,1.2,0.0
paye,177.4,16.5,11.7,2.0,0.0
egg,156.2,12.6,10.7,1.1,0.0
pasta,218.6,7.9,4.8,37.4,2.5
chapli kebab,277.5,17.8,20.0,5.1,0.5
halwa,306.7,3.0,14.1,48.5,1.0
shami kebab,203.7,16.0,13.3,7.2,1.0
ayran,57.7,2.9,2.6,5.0,0.0
paratha,337.9,7.9,14.4,44.6,2.0
biryani,197.6,8.6,6.9,28.7,0.8
chana,170.6,9.1,2.5,25.7,7.5
protein shake,157.2,29.9,2.9,8.0,1.0
cereal,142.7,2.9,2.0,30.2,2.6
dahi,59.2,3.4,3.3,4.7,0.0
chicken tikka,184.3,25.3,8.9,2.0,0.3
mango,57.6,0.8,0.4,15.1,1.6
pulao,172.6,6.1,5.1,27.7,0.8
fish,139.5,19.9,5.8,0.0,0.0
jalebi,387.8,1.9,10.3,70.1,0.3
beef pulao,216.1,13.6,6.9,26.2,0.8
chickpeas,167.1,8.9,2.6,26.0,7.4
potato,75.3,2.0,0.1,16.6,2.2
french fries,299.7,3.4,15.6,42.7,3.7
mutton biryani,225.0,16.2,9.9,27.7,0.8
beef tacos,231.8,12.1,10.8,19.5,3.0
chapli kebab,266.8,17.4,20.7,5.2,0.5
peanut butter toast,259.9,9.7,13.4,25.6,3.0
fish,134.6,19.6,5.9,0.0,0.0
chana,158.3,9.3,2.7,27.1,7.9
egg,156.8,13.3,11.1,1.1,0.0
dal makhani,174.3,9.4,8.4,20.9,5.0
burger,300.1,16.4,14.3,23.3,1.6
hummus,178.9,8.3,9.7,16.7,5.9
dahi,62.5,3.6,3.1,4.9,0.0
potato,74.8,2.0,0.1,17.7,2.1
orange,44.7,0.9,0.1,11.5,2.3
green tea,2.1,0.0,0.0,0.5,0.0
chana masala,171.9,9.3,2.6,26.4,8.0
pancakes,236.1,6.3,7.0,36.0,1.4
watermelon,30.2,0.6,0.2,7.7,0.4
white rice,126.2,2.6,0.3,26.7,0.4
greek yogurt,98.8,16.8,0.7,6.3,0.0
beef tacos,230.0,12.4,10.8,19.6,3.1
green tea,2.0,0.0,0.0,0.5,0.0
honey,307.1,0.3,0.0,86.5,0.2
peanuts,553.9,25.1,48.3,16.4,8.4
turkish bread,273.0,9.3,3.4,54.4,2.1
qorma,261.8,17.2,15.6,8.1,0.5
chicken breast,160.9,31.6,3.7,0.0,0.0
mango,57.7,0.8,0.4,15.5,1.6
avocado toast,230.9,5.8,14.8,21.3,5.9
greek yogurt,98.8,16.5,0.7,6.1,0.0
whole wheat bread,245.3,12.4,4.1,41.2,6.9
dal makhani,173.2,9.2,7.8,20.5,4.8
lentils,111.3,9.1,0.4,20.5,8.1
raita,62.0,3.0,3.6,4.6,0.0
whole wheat bread,255.1,12.5,4.1,41.4,7.0
chicken karahi,202.0,21.0,12.9,3.1,0.5
carrot,42.6,0.9,0.2,10.1,2.8
chickpeas,166.1,8.5,2.5,28.0,7.3
greek yogurt,95.5,17.2,0.7,6.0,0.0
chai,38.1,1.4,2.1,4.4,0.0
butter chicken,233.7,22.7,14.0,6.0,0.5
banana,84.6,1.1,0.3,22.6,2.6
shawarma,240.3,18.0,11.3,16.3,1.2
pizza slice,271.5,11.3,9.8,31.7,2.2
chicken karahi,210.1,20.5,12.7,3.1,0.5
lentil soup,131.7,8.0,2.6,19.4,4.9
chana,156.8,9.1,2.6,25.9,7.6
doner kebab,259.3,20.9,12.3,18.2,1.5
brown rice,113.3,2.7,0.9,22.4,1.8
oatmeal,150.3,5.9,3.3,28.0,4.0
lassi,73.0,3.6,3.6,6.7,0.0
apple,51.8,0.3,0.2,13.5,2.3
paye,184.4,16.8,12.0,2.1,0.0
doner kebab,248.9,19.3,11.6,18.4,1.5
kofte,255.0,19.0,15.6,5.1,0.5
roti,263.6,7.7,3.8,54.4,2.6
baklava,331.2,4.8,17.4,41.7,1.6
boiled eggs,148.8,12.9,11.2,1.1,0.0
caesar salad,191.7,7.0,14.5,11.3,2.0
soup,73.2,3.9,2.0,10.4,1.5
dahi,60.3,3.5,3.3,4.9,0.0
sandwich,262.2,11.7,9.0,32.6,1.9
mango,62.2,0.8,0.4,15.4,1.5
chana masala,164.5,8.8,2.7,25.9,7.9
tomato,17.5,0.9,0.2,4.1,1.2
aloo gosht,169.9,13.3,9.8,8.9,1.3
nihari,179.2,14.7,10.7,4.1,0.5
chicken biryani,218.9,13.3,7.8,26.8,0.9
saag,62.7,3.6,3.1,6.1,2.5
lassi,70.2,3.6,3.5,6.4,0.0
potato,73.4,2.0,0.1,17.5,2.3
chickpeas,160.2,8.8,2.5,26.3,7.9
ayran,54.2,3.0,2.5,5.1,0.0
chicken biryani,201.2,13.3,7.7,26.2,0.9
brown rice,114.3,2.7,0.9,23.9,1.8
lentils,119.4,9.1,0.4,19.4,7.9
tomato,17.7,0.9,0.2,3.8,1.2
chicken breast,163.0,30.4,3.6,0.0,0.0
samosa,271.6,5.1,14.7,31.3,2.2
roti,277.1,8.1,3.7,53.1,2.6
spinach,22.9,3.0,0.4,3.7,2.2
broccoli,33.0,2.8,0.4,6.8,2.6
almonds,557.5,21.4,52.0,21.0,12.3
aloo paratha,335.6,6.8,13.0,44.3,2.4
biryani,203.8,8.8,7.1,27.9,0.8
white rice,134.3,2.7,0.3,28.9,0.4
pizza slice,278.4,11.1,10.2,31.5,2.2
turkish bread,260.9,8.8,3.5,51.9,2.0
palak paneer,213.3,12.6,15.2,7.7,2.9
kidney beans,123.6,9.0,0.5,22.6,6.7
halwa,330.1,3.1,13.9,46.2,1.0
beef tacos,219.3,11.6,11.3,20.0,2.9
mac and cheese,310.4,12.6,13.3,38.5,1.5
fish,140.3,20.4,6.1,0.0,0.0
mutton biryani,233.3,15.8,9.7,26.4,0.8
beef pulao,217.9,14.2,6.8,26.8,0.8
peanuts,576.8,26.6,49.2,15.8,8.3
halwa puri,365.4,6.3,17.4,50.2,1.6
cereal,147.0,3.0,2.0,31.2,2.5
cottage cheese,99.0,11.4,4.4,3.4,0.0
beef pulao,215.9,13.3,7.1,27.1,0.8
pide,287.1,10.6,8.8,40.2,2.0
paneer,264.5,18.3,19.9,1.2,0.0
halwa puri,395.6,5.7,17.2,48.5,1.4
naan,323.9,8.7,6.1,55.7,2.0
white rice,129.7,2.7,0.3,28.8,0.4
daal,115.4,8.1,0.4,19.5,8.1
grilled chicken,169.7,32.1,3.6,0.0,0.0
chapli kebab,293.7,18.3,20.7,4.9,0.5
aloo paratha,335.6,6.8,12.9,46.2,2.3
lassi,70.0,3.4,3.7,6.4,0.0
brown rice,110.4,2.6,0.9,23.5,1.8
chapli kebab,280.1,18.2,19.2,4.8,0.5
chicken breast,164.3,30.2,3.6,0.0,0.0
pasta,215.5,8.1,5.0,38.6,2.5
grilled salmon,214.0,19.5,13.3,0.0,0.0
chicken breast,159.7,31.3,3.7,0.0,0.0
mango,61.6,0.8,0.4,15.2,1.5
beef tacos,222.7,12.3,10.8,20.4,3.1
mixed vegetables,56.9,2.4,0.5,9.8,3.4
apple,52.4,0.3,0.2,13.7,2.5
baklava,324.6,4.9,17.3,41.6,1.5
avocado toast,244.7,6.1,15.7,22.4,5.9
beef tacos,221.0,12.6,10.8,20.7,3.0
aloo gosht,174.3,12.7,9.7,9.2,1.2
seekh kebab,212.7,18.8,15.3,2.0,0.5
chicken karahi,216.1,19.1,13.1,3.0,0.5
aloo gosht,174.6,12.6,10.0,9.4,1.2
samosa,251.9,5.0,14.6,30.5,2.3
saag,60.0,3.5,2.9,5.9,2.5
lentil soup,136.1,7.7,2.5,20.5,5.2
chicken karahi,205.1,19.5,12.5,2.9,0.5
banana,84.6,1.1,0.3,22.9,2.5
french fries,321.2,3.4,14.3,39.5,3.6
caesar salad,187.4,7.3,14.5,11.0,2.1
grilled salmon,214.4,20.2,12.9,0.0,0.0
roti,253.7,8.1,3.8,52.6,2.6
palak paneer,220.7,12.2,15.7,7.8,3.1
caesar salad,186.6,7.1,13.9,10.6,1.9
jalebi,380.0,2.0,9.5,65.3,0.3
qorma,252.8,17.4,16.7,7.9,0.5
baklava,335.3,5.2,17.7,39.3,1.5
bread,269.7,9.4,3.2,49.9,2.6
qorma,249.1,17.3,15.5,7.6,0.5
burger,300.5,17.6,14.4,23.3,1.5
peanuts,568.7,25.6,49.5,15.7,8.2
sweet potato,84.6,1.6,0.1,19.4,3.1
shami kebab,211.5,16.8,14.4,7.2,1.0
mac and cheese,332.8,11.6,13.3,38.5,1.4
omelette,154.6,10.9,11.5,1.6,0.0
qorma,258.8,18.5,16.2,8.2,0.5
milk,58.9,3.1,3.2,4.7,0.0
avocado toast,238.6,6.0,15.4,22.6,6.2
saag,57.7,3.6,2.9,6.1,2.4
beef pulao,219.4,13.8,6.9,27.1,0.8
pide,275.9,11.5,8.9,41.2,1.9
chicken wings,276.8,27.5,18.5,0.0,0.0
boiled eggs,148.8,13.0,10.5,1.1,0.0
white rice,129.8,2.7,0.3,28.0,0.4
watermelon,28.6,0.6,0.2,7.3,0.4
brown rice,111.6,2.6,0.9,22.6,1.7
doner kebab,255.8,20.6,12.2,17.2,1.6
chana,156.5,8.5,2.7,27.0,7.7
greek yogurt,99.7,17.0,0.7,5.8,0.0
mutton,296.8,25.7,20.3,0.0,0.0
sweet potato,88.9,1.6,0.1,19.2,2.9
palak paneer,218.8,11.9,14.6,7.9,2.9
biryani,207.0,8.7,6.8,28.8,0.8
white rice,130.0,2.6,0.3,26.8,0.4
apple,53.9,0.3,0.2,13.4,2.4
pizza slice,256.2,10.8,10.2,33.6,2.3
grilled chicken,169.4,30.8,3.6,0.0,0.0
broccoli,33.1,2.8,0.4,6.4,2.6
peanuts,581.1,26.1,50.3,16.9,8.3
cottage cheese,98.0,11.1,4.3,3.3,0.0
chicken tikka,193.2,26.1,8.6,1.9,0.3
peanut butter toast,260.2,9.9,14.6,27.3,3.0
greek yogurt,104.4,16.7,0.7,6.2,0.0
cottage cheese,101.2,11.5,4.3,3.5,0.0
burger,304.6,17.3,14.0,23.6,1.5
chicken biryani,203.2,13.5,8.3,24.8,0.9
naan,301.3,9.2,6.1,55.6,2.0
pulao,182.4,5.8,5.1,26.6,0.8
mac and cheese,306.6,12.3,12.7,41.3,1.5
soup,75.7,3.9,1.9,10.2,1.5
sweet potato,84.3,1.5,0.1,19.7,3.1
pide,284.7,11.1,8.7,40.4,1.9
hummus,181.0,8.4,10.2,15.6,6.1
whole wheat bread,256.1,12.5,4.3,39.6,7.1
chicken tikka,190.0,25.5,9.2,2.0,0.3
watermelon,28.7,0.6,0.2,7.2,0.4
potato,78.5,1.9,0.1,17.0,2.2
protein shake,154.9,30.2,3.0,8.4,1.0
ayran,53.6,3.0,2.6,5.1,0.0
tomato,18.8,0.9,0.2,3.8,1.2
halwa puri,386.5,6.1,18.6,50.1,1.4
mixed vegetables,53.3,2.5,0.5,9.7,3.5
fish,130.8,19.3,5.9,0.0,0.0
bread,277.8,8.7,3.1,47.2,2.8
chana,171.6,8.7,2.5,26.5,7.8
bread,262.4,9.0,3.2,48.5,2.7
mutton biryani,222.0,16.1,9.9,26.0,0.8
steak,262.0,26.9,18.0,0.0,0.0
butter chicken,247.7,22.7,13.9,5.8,0.5
peanut butter toast,266.2,9.9,14.1,24.9,2.9
almonds,563.1,22.0,51.7,22.1,13.1
samosa,268.4,4.9,13.9,30.5,2.2
paneer,252.4,18.6,20.8,1.3,0.0
pasta,214.6,7.7,5.0,36.5,2.5
lentils,111.1,9.1,0.4,19.6,7.5
raita,60.4,3.0,3.6,4.4,0.0
halwa,316.3,3.1,13.4,47.1,1.0
turkish bread,282.8,9.2,3.5,52.4,2.1
mac and cheese,312.1,11.8,12.8,40.7,1.5
burger,281.2,17.6,14.5,25.1,1.5
falafel,345.9,12.5,18.4,30.8,6.1
butter chicken,248.3,21.0,13.6,6.1,0.5
aloo paratha,309.8,6.8,12.8,47.7,2.4
orange,45.7,0.9,0.1,11.9,2.4
lassi,71.5,3.5,3.4,6.3,0.0
chicken tikka,194.6,24.5,8.6,2.0,0.3
chicken karahi,217.2,20.1,13.4,2.9,0.5
sandwich,259.0,12.2,9.2,31.9,1.9
chai,38.7,1.5,2.0,4.6,0.0
kheer,152.4,3.9,5.1,21.0,0.2
omelette,157.7,11.1,10.8,1.6,0.0
sweet potato,88.5,1.7,0.1,19.2,3.0
avocado toast,236.0,6.1,15.1,21.7,6.1
chicken tikka,184.4,24.4,9.2,2.1,0.3
green tea,2.0,0.0,0.0,0.5,0.0
beef tacos,225.1,11.5,10.5,20.7,3.0
samosa,269.9,5.1,14.5,32.3,2.1
chickpeas,170.0,8.7,2.6,27.8,7.7
chana,164.5,8.7,2.6,25.8,8.0
halwa,308.0,3.1,13.9,45.6,1.0
kheer,147.5,4.1,5.2,23.0,0.2
chana masala,170.1,9.0,2.7,28.3,7.5
burger,291.7,17.7,13.9,25.1,1.5
butter chicken,231.7,22.8,14.0,5.9,0.5
french fries,301.4,3.2,15.4,41.4,3.7
pasta,215.5,7.6,4.8,36.3,2.4
beef pulao,210.2,13.8,7.3,26.5,0.8
ayran,55.2,3.0,2.6,5.0,0.0
avocado toast,243.2,6.2,14.7,22.8,6.0
cereal,156.3,3.1,2.1,31.3,2.5
burger,297.5,16.8,14.3,23.4,1.5
peanuts,543.7,24.9,48.9,16.0,8.6
doner kebab,243.0,19.5,12.0,18.7,1.4
mutton,306.9,25.4,20.2,0.0,0.0
falafel,324.8,13.5,18.6,33.3,6.3
spinach,22.1,2.8,0.4,3.5,2.2
protein shake,165.7,29.7,2.9,7.7,1.0
black tea,2.0,0.0,0.0,0.4,0.0
black tea,1.9,0.0,0.0,0.4,0.0
black tea,1.9,0.0,0.0,0.4,0.0
apple,53.6,0.3,0.2,14.5,2.3
almonds,593.3,21.9,50.6,22.2,12.3
dal makhani,178.3,8.9,8.4,20.4,5.0
hummus,174.8,7.7,10.4,15.6,6.0
spinach,22.1,3.0,0.4,3.6,2.2
butter chicken,240.3,21.1,14.4,6.1,0.5
mutton biryani,227.7,16.5,9.7,26.8,0.8
spinach,23.5,2.8,0.4,3.4,2.2
saag,57.6,3.3,3.0,6.1,2.4
seekh kebab,225.4,18.5,15.7,1.9,0.5
palak paneer,217.6,11.6,14.8,7.6,3.0
doner kebab,256.3,20.2,12.4,18.6,1.5
palak paneer,230.8,12.2,14.8,7.6,3.1
mixed vegetables,56.1,2.5,0.5,9.9,3.4
cottage cheese,94.8,11.3,4.2,3.2,0.0
halwa,331.5,2.9,13.4,49.2,1.0
steak,273.8,25.1,18.4,0.0,0.0
lassi,68.2,3.5,3.4,6.7,0.0
beef tacos,216.3,12.3,11.1,20.7,3.1
orange juice,109.6,1.6,0.5,25.0,0.5
lassi,67.5,3.4,3.7,6.6,0.0
shawarma,240.9,17.4,10.5,16.8,1.2
falafel,329.5,13.3,18.7,30.9,5.8
sweet potato,81.7,1.6,0.1,20.9,3.0
potato,73.3,2.0,0.1,16.5,2.1
turkish bread,260.2,9.4,3.3,50.7,2.0
white rice,131.0,2.6,0.3,26.7,0.4
daal,115.9,8.3,0.4,19.9,7.9
pizza slice,273.5,10.8,10.0,31.8,2.4
lentil soup,133.1,7.9,2.6,19.4,5.0
shami kebab,209.5,16.1,13.4,7.2,1.0
butter chicken,243.1,22.3,13.9,5.9,0.5
lentils,119.5,9.3,0.4,19.2,7.6
seekh kebab,211.8,19.4,15.7,2.1,0.5
whole wheat bread,238.7,12.8,4.3,42.7,6.7
black tea,2.1,0.0,0.0,0.4,0.0
potato,79.7,2.0,0.1,17.2,2.3
oatmeal,161.5,6.0,3.1,27.8,3.8
pulao,183.9,5.8,4.8,26.9,0.8
paratha,329.7,7.7,14.0,44.4,2.1
paneer,264.4,18.9,20.9,1.2,0.0
mutton biryani,240.2,15.9,9.9,27.6,0.8
saag,61.5,3.5,2.9,5.9,2.4
pancakes,223.8,6.0,6.7,33.6,1.6
pizza slice,273.0,10.7,9.8,34.3,2.3
fish,137.3,19.9,6.0,0.0,0.0
nihari,177.9,15.0,10.7,4.0,0.5
peanuts,573.8,25.3,47.6,16.2,8.6
egg,161.7,13.6,11.0,1.1,0.0
grilled salmon,212.5,20.3,13.3,0.0,0.0
soup,76.9,4.1,2.0,10.2,1.5
shawarma,235.4,18.9,11.2,15.5,1.2
sandwich,248.1,12.6,8.6,32.2,2.0
banana,88.2,1.1,0.3,22.2,2.7
orange,49.2,0.9,0.1,12.2,2.5
kheer,143.8,4.0,5.1,22.5,0.2
shawarma,224.3,17.9,11.2,16.1,1.1
sweet potato,86.8,1.5,0.1,19.9,3.0
pulao,181.6,5.8,5.2,27.4,0.8
oatmeal,151.0,5.9,3.3,28.2,4.1
sweet potato,84.4,1.6,0.1,19.1,3.1
kheer,156.3,4.1,5.0,22.6,0.2
banana,86.2,1.0,0.3,23.1,2.5
chai,40.3,1.5,2.0,4.7,0.0
bread,264.8,8.6,3.2,49.8,2.6
orange juice,107.4,1.6,0.5,26.7,0.5
peanuts,570.3,26.1,50.6,15.3,8.6
paratha,338.9,7.7,14.0,42.0,2.0
lentil soup,126.7,8.3,2.5,19.0,4.9
chai,40.2,1.5,2.0,4.3,0.0
mango,57.3,0.8,0.4,15.3,1.6
chicken wings,276.6,25.7,19.7,0.0,0.0
seekh kebab,230.7,18.9,15.7,2.0,0.5
palak paneer,215.4,11.7,15.7,8.2,3.0
doner kebab,241.7,19.9,11.5,18.3,1.5
lentils,116.6,9.0,0.4,19.4,8.0
paye,180.6,17.8,11.4,2.0,0.0
watermelon,29.0,0.6,0.2,7.8,0.4
nihari,177.1,15.3,11.2,4.1,0.5
orange,45.0,0.9,0.1,11.6,2.3
aloo paratha,336.0,7.0,12.4,46.2,2.3
dates,277.3,1.7,0.2,74.9,6.9
doner kebab,258.7,21.0,12.1,17.7,1.5
mac and cheese,320.4,12.5,13.5,41.9,1.6
chicken biryani,211.1,13.8,7.9,25.3,0.9
honey,302.5,0.3,0.0,81.6,0.2
cereal,146.8,2.9,1.9,29.8,2.6
roti,268.7,8.3,3.5,52.6,2.6
halwa,311.5,3.0,14.3,45.6,1.0
soup,74.4,3.8,2.1,9.8,1.5
potato,75.3,1.9,0.1,17.3,2.3
shawarma,222.8,17.6,11.4,16.7,1.2
sweet potato,86.0,1.7,0.1,19.7,3.0
omelette,157.0,11.0,10.7,1.6,0.0
pulao,174.3,5.8,4.8,27.3,0.8
almonds,562.1,21.8,49.2,22.3,12.2
cottage cheese,100.5,11.6,4.1,3.5,0.0
chana masala,170.6,8.8,2.6,27.7,7.5
french fries,301.5,3.3,15.4,41.7,3.9
chapli kebab,273.7,17.4,20.2,5.1,0.5
kofte,233.3,18.3,15.9,4.9,0.5
mango,57.5,0.8,0.4,15.6,1.6
butter chicken,238.8,22.6,14.4,5.9,0.5
orange juice,112.0,1.7,0.5,25.2,0.5
burger,292.8,17.3,14.6,24.9,1.6
pancakes,218.3,6.0,6.9,33.6,1.5
dal makhani,187.2,8.7,7.9,20.1,5.1
almonds,600.1,22.0,47.5,20.9,12.9
paneer,254.6,18.7,20.5,1.2,0.0
lentil soup,124.2,8.2,2.5,19.2,5.2
lentils,112.3,9.0,0.4,20.7,7.5
mixed vegetables,52.8,2.6,0.5,10.0,3.4
ayran,52.8,2.9,2.6,5.0,0.0
